TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-10-28 22:24:58.093,0.5553966,1.7945262,1.018698,1.3964815,0.437828,0.8058195,0.4800273,1.1145602,0.87791353,0.6295378,0.50498605,0.8402511,1.2110575,0.9563592,0.70192045,0.8246284,0.6034838,0.6722991,0.2671189,0.89963216,810.293,349.34067,877.1795,733.73627,730.9158,0.32958984375,0.1744384765625,0.985107421875,-8.680572509765625,13.286285400390625,-7.6263427734375,1,1.0,4.0,1.0,1.0,65.19
2021-10-28 22:24:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-10-28 22:24:59.112,0.5553966,1.7945262,0.956772,1.3964815,0.437828,0.8058195,0.90886676,1.1145602,0.87791353,0.6295378,1.307178,0.8402511,1.2110575,0.9563592,0.7650157,0.8246284,0.6034838,0.6722991,0.35645163,0.89963216,848.97437,1215.238,776.4469,1502.9304,1367.1428,0.12255859375,0.0096435546875,0.99945068359375,-2.75146484375,5.62255859375,24.262237548828125,1,2.0,2.0,1.0,2.0,65.19
2021-10-28 22:24:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-10-28 22:24:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-28 22:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-10-28 22:25:00.117,0.5553966,1.7945262,1.419636,1.3964815,0.437828,0.8058195,1.1397238,1.1145602,0.87791353,0.6295378,1.3247882,0.8402511,1.2110575,0.9563592,0.77171683,0.8246284,0.6034838,0.6722991,0.39664698,0.89963216,780.4762,970.2564,852.1978,1032.7106,1319.1941,0.04193115234375,0.14703369140625,0.9951171875,6.86370849609375,-4.942169189453125,-8.874969482421875,1,2.0,4.0,1.0,4.0,65.19
2021-10-28 22:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-10-28 22:25:01.129,0.5553966,1.7945262,1.4120275,1.3964815,0.437828,0.8058195,0.94575465,1.1145602,0.87791353,0.6295378,0.64576447,0.8402511,1.2110575,0.9563592,0.5539025,0.8246284,0.6034838,0.6722991,0.47937694,0.89963216,989.59705,857.4359,907.8022,832.0513,522.6007,0.31024169921875,0.18060302734375,0.910400390625,-5.465545654296875,4.18701171875,89.52728271484375,1,2.0,4.0,1.0,2.0,65.19
2021-10-28 22:25:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-10-28 22:25:02.145,0.5553966,1.7945262,1.5908229,1.3964815,0.437828,0.8058195,0.8461952,1.1145602,0.87791353,0.6295378,0.5796671,0.8402511,1.2110575,0.9563592,0.72143596,0.8246284,0.6034838,0.6722991,0.6385292,0.89963216,819.15753,887.25275,776.8498,1097.9854,960.18317,0.05230712890625,0.17462158203125,0.98675537109375,-3.2598876953125,-2.355194091796875,16.426544189453125,1,2.0,1.0,1.0,2.0,65.19
2021-10-28 22:25:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-10-28 22:25:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-28 22:25:03.158,1.0678906,1.7945262,1.5790312,1.3964815,0.8632433,0.8058195,0.34681782,1.1145602,0.8152705,0.6295378,0.48453468,0.8402511,0.946656,0.9563592,0.80448765,0.8246284,0.9490608,0.6722991,0.6657566,0.89963216,697.47253,776.04395,980.7326,517.3626,773.22345,-0.12701416015625,0.18304443359375,0.97442626953125,-1.323394775390625,25.6903076171875,-1.173858642578125,1,1.0,2.0,1.0,1.0,65.19
2021-10-28 22:25:04.165,1.0678906,1.7945262,1.8258989,1.3964815,0.8632433,0.8058195,0.68898165,1.1145602,0.8152705,0.6295378,0.63631773,0.8402511,0.946656,0.9563592,0.81218517,0.8246284,0.9490608,0.6722991,0.79168487,0.89963216,792.5641,933.9927,815.12823,977.1062,991.6117,-0.37091064453125,0.16357421875,0.91357421875,-0.500946044921875,4.269256591796875,7.34222412109375,1,1.0,1.0,1.0,1.0,65.17
2021-10-28 22:25:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-10-28 22:25:05.182,1.6577783,1.0812066,1.4722407,1.3964815,0.6428395,0.69205076,0.7191245,1.1145602,0.5747184,0.5444694,0.8731781,0.8402511,1.0624049,0.73237306,0.6538821,0.8246284,1.3468518,0.59711003,0.85533583,0.89963216,383.1868,867.1062,750.65936,1400.989,889.2674,-0.34783935546875,0.15533447265625,0.9200439453125,0.261688232421875,-16.830291748046875,10.826416015625,1,1.0,1.0,1.0,1.0,65.17
2021-10-28 22:25:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-28 22:25:06.192,1.6577783,1.261428,1.3416573,1.3964815,0.6428395,0.9373491,0.44513807,1.1145602,0.5747184,0.50996697,0.64471793,0.8402511,1.0624049,0.6123449,0.4683537,0.8246284,1.3468518,0.6167758,0.5499702,0.89963216,777.6557,846.9597,854.61536,15.311356,562.8938,-0.0093994140625,0.21533203125,0.9940185546875,2.0635986328125,-10.1385498046875,-7.85064697265625,1,1.0,1.0,1.0,4.0,65.17
2021-10-28 22:25:07.269,1.6577783,1.7850062,1.1959178,1.3964815,0.6428395,1.0509541,0.67799425,1.1145602,0.5747184,0.98806924,0.6482134,0.8402511,1.0624049,0.63258666,0.506823,0.8246284,1.3468518,0.5454427,0.12303019,0.89963216,827.619,854.61536,846.9597,22.967033,667.25275,0.093994140625,0.1829833984375,0.99273681640625,-1.24114990234375,1.71966552734375,7.140350341796875,1,1.0,1.0,1.0,4.0,65.17
2021-10-28 22:25:08.283,1.2312876,1.5515368,1.0820916,1.3964815,0.7867653,0.85850626,0.6565165,1.1145602,1.0181693,0.92655134,0.3665587,0.8402511,1.2743164,0.5113343,0.39435455,0.8246284,1.1828853,0.33653927,0.012660093,0.89963216,848.5714,873.1502,811.50183,964.21246,1260.3663,-0.0777587890625,0.15679931640625,0.99188232421875,-0.515899658203125,9.383392333984375,15.252685546875,1,1.0,1.0,1.0,1.0,65.17
2021-10-28 22:25:09.300,0.97398186,0.6227774,0.6121161,1.3964815,0.67458403,0.058226276,0.1798616,1.1145602,1.3097035,0.31388727,0.4692812,0.8402511,1.0305707,0.39414915,0.080935314,0.8246284,1.0688484,0.0022708278,-0.1948589,0.89963216,851.79486,865.4945,903.7729,500.8425,669.67035,-0.11468505859375,0.17645263671875,0.982421875,0.059814453125,2.572021484375,13.301239013671875,1,1.0,1.0,1.0,1.0,65.17
2021-10-28 22:25:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-28 22:25:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-10-28 22:25:10.319,0.9750386,0.97780067,0.6236242,1.3964815,0.51383966,0.5988354,0.3415268,1.1145602,1.1982493,0.6717308,0.8680693,0.8402511,0.85836554,0.93553376,0.5331934,0.8246284,0.90137225,0.90369666,0.53919584,0.89963216,788.1319,853.8095,782.8938,1117.326,1098.7913,-0.0701904296875,0.20208740234375,0.98529052734375,0.04486083984375,0.4486083984375,6.018829345703125,1,1.0,1.0,1.0,1.0,65.17
2021-10-28 22:25:11.341,1.0025935,1.0343733,0.7474935,1.3964815,0.8452159,0.70295393,0.26058155,1.1145602,0.88954496,0.6565002,0.85319453,0.8402511,0.96407074,0.796207,0.49154064,0.8246284,0.8556168,0.88132423,0.5140571,0.89963216,840.9158,864.2857,814.7253,1087.9121,1491.6483,-5.4931640625E-4,0.20166015625,0.98638916015625,-0.605621337890625,4.209442138671875,7.53662109375,1,1.0,1.0,1.0,1.0,65.17
2021-10-28 22:25:12.430,1.2620375,0.7872724,0.16803218,1.3964815,0.6780013,0.42635497,-0.068110645,1.1145602,0.94420695,0.38692024,0.10710182,0.8402511,0.9088987,0.10313153,-0.049001746,0.8246284,0.8059344,-0.25625673,-0.037531577,0.89963216,865.09155,879.59705,889.67035,645.89746,732.9304,-0.02679443359375,0.1688232421875,0.98822021484375,-0.657958984375,2.848663330078125,4.964599609375,1,1.0,1.0,1.0,1.0,65.17
